event_type,start,end
flying_passive,20190513 05:22:01.026,20190513 05:22:03.570
flying_passive,20190513 05:22:08.549,20190513 05:22:11.762
flying_passive,20190513 05:22:17.930,20190513 05:22:20.410
flying_passive,20190513 05:22:26.032,20190513 05:22:27.240
flying_passive,20190513 05:22:33.228,20190513 05:22:35.937
flying_active,20190513 05:24:33.101,20190513 05:24:45.689
flying_active,20190513 05:24:47.691,20190513 05:24:54.064
flying_active,20190513 05:24:57.089,20190513 05:25:01.334
flying_active,20190513 05:25:03.534,20190513 05:25:08.002
flying_active,20190513 05:25:11.091,20190513 05:25:14.367
unknown,20190513 05:25:08.006,20190513 05:25:11.087
flying_passive,20190513 05:24:54.071,20190513 05:24:57.082
flying_passive,20190513 05:24:45.695,20190513 05:24:47.684
flying_passive,20190513 05:24:29.483,20190513 05:24:33.093
flying_passive,20190513 05:25:01.337,20190513 05:25:03.529
flying_active,20190513 05:26:28.063,20190513 05:26:35.573
flying_active,20190513 05:26:37.189,20190513 05:26:52.387
flying_active,20190513 05:26:55.453,20190513 05:27:08.608
flying_active,20190513 05:27:09.926,20190513 05:27:17.365
flying_passive,20190513 05:26:52.397,20190513 05:26:55.443
flying_passive,20190513 05:26:35.585,20190513 05:26:37.180
flying_passive,20190513 05:26:26.131,20190513 05:26:28.055
flying_passive,20190513 05:27:08.610,20190513 05:27:09.923
flying_active,20190513 05:33:23.926,20190513 05:33:46.364
flying_passive,20190513 05:33:22.115,20190513 05:33:23.924
unknown,20190513 05:45:13.057,20190513 05:45:16.699
flying_passive,20190512 05:23:36.381,20190512 05:23:41.174
unknown,20190512 05:23:41.178,20190512 05:23:42.865
flying_active,20190512 06:13:39.841,20190512 06:13:41.584
flying_passive,20190512 06:13:37.885,20190512 06:13:39.830
flying_active,20190512 06:14:05.125,20190512 06:14:06.560
flying_active,20190512 06:14:07.630,20190512 06:14:08.542
flying_active,20190512 06:14:10.586,20190512 06:14:12.238
flying_active,20190512 06:14:14.185,20190512 06:14:25.369
flying_passive,20190512 06:14:04.305,20190512 06:14:05.120
flying_passive,20190512 06:14:06.564,20190512 06:14:07.629
flying_passive,20190512 06:14:08.544,20190512 06:14:10.584
flying_passive,20190512 06:14:12.240,20190512 06:14:14.183
flying_passive,20190512 06:15:44.173,20190512 06:15:47.191
stationary,20190512 06:15:50.129,20190512 06:16:10.832
flying_active,20190512 06:16:10.846,20190512 06:16:15.032
flying_active,20190512 06:16:16.109,20190512 06:16:18.979
flying_passive,20190512 06:16:15.038,20190512 06:16:16.106
flying_passive,20190512 06:16:18.982,20190512 06:16:21.988
flying_active,20190512 06:18:43.942,20190512 06:18:58.010
flying_passive,20190512 06:18:58.017,20190512 06:18:59.476
flying_active,20190512 06:18:59.480,20190512 06:19:03.414
flying_active,20190512 06:19:05.872,20190512 06:19:08.379
flying_passive,20190512 06:19:03.420,20190512 06:19:05.861
flying_active,20190512 06:25:20.152,20190512 06:25:30.045
unknown,20190512 06:25:31.504,20190512 06:25:41.424
unknown,20190512 06:25:14.151,20190512 06:25:20.142
unknown,20190512 06:24:55.516,20190512 06:24:56.159
flying_passive,20190512 06:25:30.054,20190512 06:25:31.499
flying_active,20190512 05:41:05.048,20190512 05:41:13.559
flying_active,20190512 05:40:37.012,20190512 05:40:40.701
stationary,20190512 05:40:31.520,20190512 05:40:37.005
flying_passive,20190512 05:40:40.709,20190512 05:40:42.881
stationary,20190512 05:40:42.885,20190512 05:40:48.960
unknown,20190512 05:41:00.186,20190512 05:41:01.490
flying_active,20190512 05:41:01.496,20190512 05:41:03.864
flying_passive,20190512 05:41:03.865,20190512 05:41:05.044
flying_passive,20190512 05:41:13.561,20190512 05:41:15.992
unknown,20190512 05:41:15.996,20190512 05:41:16.545
ground_stationary,20190512 05:41:16.549,20190512 05:41:27.292
flying_active,20190512 06:07:30.943,20190512 06:07:46.845
stationary,20190512 06:07:08.559,20190512 06:07:22.099
flying_passive,20190512 06:07:28.931,20190512 06:07:30.937
flying_passive,20190512 06:07:46.854,20190512 06:07:51.378
stationary,20190512 06:07:51.384,20190512 06:08:04.221
stationary,20190512 06:10:28.618,20190512 06:10:43.947
unknown,20190512 06:10:26.613,20190512 06:10:28.607
flying_passive,20190512 06:11:08.223,20190512 06:11:09.305
flying_active,20190512 06:11:09.314,20190512 06:11:22.312
unknown,20190512 06:15:25.625,20190512 06:16:17.000
flying_active,20190512 06:18:17.548,20190512 06:18:22.283
flying_passive,20190512 06:18:22.290,20190512 06:18:25.041
unknown,20190512 06:18:25.048,20190512 06:18:25.522
unknown,20190512 06:24:54.523,20190512 06:24:55.710
unknown,20190512 06:25:42.731,20190512 06:25:44.223
ground_stationary,20190512 06:25:44.231,20190512 06:25:50.381
unknown,20190512 06:28:39.566,20190512 06:28:43.568
flying_passive,20190512 06:28:25.528,20190512 06:28:39.554
flying_passive,20190512 06:44:50.159,20190512 06:44:55.386
flying_active,20190512 06:44:47.070,20190512 06:44:50.153
unknown,20190512 06:44:55.398,20190512 06:44:56.741
unknown,20190512 07:17:24.674,20190512 07:17:27.530
flying_active,20190512 07:17:27.548,20190512 07:17:42.250
unknown,20190512 08:10:52.748,20190512 08:10:53.468
unknown,20190512 08:10:33.512,20190512 08:10:36.264
flying_passive,20190512 19:08:21.192,20190512 19:08:26.295
unknown,20190512 19:08:26.303,20190512 19:08:27.894
flying_passive,20190512 23:56:40.710,20190512 23:56:42.232
unknown,20190512 23:56:28.515,20190512 23:56:30.867
unknown,20190512 23:57:00.842,20190512 23:57:03.155
flying_passive,20190513 00:06:00.951,20190513 00:06:19.385
unknown,20190513 00:06:19.392,20190513 00:06:27.177
flying_passive,20190513 00:05:58.866,20190513 00:05:59.706
flying_active,20190513 00:05:59.711,20190513 00:06:00.947
flying_active,20190513 00:38:54.985,20190513 00:38:58.255
flying_active,20190513 00:38:52.401,20190513 00:38:53.983
flying_passive,20190513 00:38:58.257,20190513 00:39:08.112
unknown,20190513 00:39:08.116,20190513 00:39:10.173
flying_passive,20190513 00:38:53.986,20190513 00:38:54.982
flying_passive,20190513 00:38:47.034,20190513 00:38:52.399
flying_passive,20190513 00:38:44.175,20190513 00:38:46.217
unknown,20190513 00:38:46.219,20190513 00:38:47.030
unknown,20190513 01:57:27.670,20190513 01:57:34.390
unknown,20190513 01:59:17.512,20190513 01:59:19.483
unknown,20190513 01:59:59.160,20190513 02:00:02.320
ground_stationary,20190513 02:00:02.331,20190513 02:00:13.302
unknown,20190513 02:27:53.000,20190513 02:27:53.000
unknown,20190513 02:28:12.286,20190513 02:28:13.533
flying_passive,20190513 02:28:09.513,20190513 02:28:12.284
unknown,20190513 02:28:34.276,20190513 02:28:35.228
flying_active,20190513 02:28:31.327,20190513 02:28:32.153
flying_passive,20190513 02:28:32.154,20190513 02:28:34.274
flying_active,20190513 05:32:02.628,20190513 05:32:05.568
flying_active,20190513 05:32:08.492,20190513 05:32:09.743
flying_active,20190513 05:32:10.509,20190513 05:32:12.833
flying_active,20190513 05:32:13.894,20190513 05:32:18.602
flying_active,20190513 05:32:19.461,20190513 05:32:38.775
flying_passive,20190513 05:31:59.483,20190513 05:32:02.624
flying_passive,20190513 05:32:05.571,20190513 05:32:08.488
flying_passive,20190513 05:32:09.747,20190513 05:32:10.505
flying_passive,20190513 05:32:12.837,20190513 05:32:13.890
flying_passive,20190513 05:32:18.607,20190513 05:32:19.458
flying_active,20190513 05:32:39.332,20190513 05:32:44.327
flying_passive,20190513 05:32:38.777,20190513 05:32:39.330
flying_passive,20190513 05:32:44.330,20190513 05:32:47.752
stationary,20190513 05:32:47.946,20190513 05:32:52.296
unknown,20190513 05:32:47.756,20190513 05:32:47.943
flying_active,20190513 05:34:33.977,20190513 05:34:36.467
flying_active,20190513 05:34:37.401,20190513 05:34:43.576
flying_passive,20190513 05:34:08.689,20190513 05:34:11.845
unknown,20190513 05:34:11.850,20190513 05:34:23.317
flying_active,20190513 05:34:07.502,20190513 05:34:08.687
flying_passive,20190513 05:34:32.582,20190513 05:34:33.975
flying_passive,20190513 05:34:36.469,20190513 05:34:37.400
flying_active,20190513 05:55:24.908,20190513 05:55:31.248
flying_active,20190513 05:54:35.508,20190513 05:54:49.448
flying_passive,20190513 05:54:49.456,20190513 05:54:53.738
flying_passive,20190513 05:55:21.305,20190513 05:55:24.907
unknown,20190513 06:00:46.373,20190513 06:00:47.141
flying_passive,20190513 06:00:10.512,20190513 06:00:11.274
flying_passive,20190513 06:00:18.447,20190513 06:00:19.816
flying_passive,20190513 06:00:16.047,20190513 06:00:17.278
flying_passive,20190513 06:00:21.452,20190513 06:00:22.411
flying_active,20190513 06:00:22.413,20190513 06:00:23.910
flying_active,20190513 06:00:19.819,20190513 06:00:21.450
flying_active,20190513 06:00:17.281,20190513 06:00:18.446
flying_passive,20190513 06:04:25.510,20190513 06:04:27.893
flying_active,20190513 06:04:34.986,20190513 06:04:36.441
flying_active,20190513 06:04:37.632,20190513 06:04:41.220
flying_active,20190513 06:04:50.768,20190513 06:04:53.182
flying_active,20190513 06:05:01.996,20190513 06:05:05.882
flying_active,20190513 06:04:48.302,20190513 06:04:49.216
flying_active,20190513 06:04:57.753,20190513 06:04:58.461
flying_active,20190513 06:05:06.874,20190513 06:05:08.412
flying_active,20190513 06:05:10.303,20190513 06:05:16.766
flying_active,20190513 06:05:19.382,20190513 06:05:21.299
flying_passive,20190513 06:04:32.855,20190513 06:04:34.982
flying_passive,20190513 06:04:36.443,20190513 06:04:37.628
flying_passive,20190513 06:04:41.222,20190513 06:04:48.300
flying_passive,20190513 06:04:49.217,20190513 06:04:50.767
flying_passive,20190513 06:04:53.184,20190513 06:04:57.751
flying_passive,20190513 06:04:58.462,20190513 06:05:01.995
flying_passive,20190513 06:05:05.883,20190513 06:05:06.871
flying_passive,20190513 06:05:08.414,20190513 06:05:10.302
flying_passive,20190513 06:05:16.769,20190513 06:05:19.378
stationary,20190513 06:08:43.195,20190513 06:08:45.075
stationary,20190513 06:08:59.323,20190513 06:09:06.276
unknown,20190513 06:08:57.334,20190513 06:08:59.321
flying_passive,20190513 06:09:15.944,20190513 06:09:21.521
unknown,20190513 06:09:21.523,20190513 06:09:22.103
stationary,20190513 06:09:22.104,20190513 06:09:24.569
flying_passive,20190513 06:09:27.263,20190513 06:09:28.574
stationary,20190513 06:09:28.577,20190513 06:09:30.535
bathing,20190513 06:11:17.410,20190513 06:11:21.367
flying_active,20190513 06:11:29.148,20190513 06:11:32.668
flying_passive,20190513 06:11:32.670,20190513 06:11:36.568
flying_passive,20190513 06:11:27.574,20190513 06:11:29.146
unknown,20190513 06:11:26.760,20190513 06:11:27.572
stationary,20190513 06:11:40.867,20190513 06:11:42.168
flying_active,20190513 06:12:00.337,20190513 06:12:09.367
unknown,20190513 06:11:59.158,20190513 06:12:00.334
flying_active,20190513 06:13:34.797,20190513 06:14:06.448
flying_active,20190513 06:14:08.870,20190513 06:14:18.367
flying_passive,20190513 06:13:33.878,20190513 06:13:34.795
flying_passive,20190513 06:14:06.452,20190513 06:14:08.867
flying_active,20190513 06:25:13.779,20190513 06:25:36.788
flying_active,20190513 06:25:38.092,20190513 06:25:48.000
unknown,20190513 06:25:12.945,20190513 06:25:13.771
unknown,20190513 06:25:36.791,20190513 06:25:38.087
flying_passive,20190513 06:25:48.006,20190513 06:25:52.664
stationary,20190513 06:34:59.831,20190513 06:35:02.825
flying_active,20190513 06:34:50.516,20190513 06:34:52.164
flying_passive,20190513 06:34:52.169,20190513 06:34:54.244
flying_active,20190513 06:35:09.763,20190513 06:35:13.419
flying_passive,20190513 06:35:13.424,20190513 06:35:15.272
unknown,20190513 06:35:09.142,20190513 06:35:09.759
stationary,20190513 06:35:27.705,20190513 06:35:29.789
flying_active,20190513 06:35:38.142,20190513 06:35:44.589
flying_active,20190513 06:35:45.601,20190513 06:35:46.239
unknown,20190513 06:35:37.220,20190513 06:35:38.140
flying_passive,20190513 06:35:44.591,20190513 06:35:45.600
flying_passive,20190513 06:35:46.240,20190513 06:35:46.364
unknown,20190513 06:58:58.386,20190513 06:59:02.046
flying_passive,20190513 06:58:34.032,20190513 06:58:36.987
bathing,20190513 06:58:26.507,20190513 06:58:29.342
flying_active,20190513 06:59:18.047,20190513 06:59:22.304
stationary,20190513 06:58:29.346,20190513 06:58:30.880
stationary,20190513 06:58:51.151,20190513 06:58:53.118
stationary,20190513 06:59:16.442,20190513 06:59:18.042
unknown,20190513 07:01:24.180,20190513 07:01:29.953
stationary,20190513 07:01:29.961,20190513 07:01:33.370
stationary,20190513 07:00:37.517,20190513 07:00:46.541
flying_passive,20190513 07:12:08.524,20190513 07:12:14.757
flying_active,20190513 07:22:17.312,20190513 07:22:20.678
flying_active,20190513 07:22:06.121,20190513 07:22:15.927
flying_active,20190513 07:21:54.536,20190513 07:22:04.548
flying_active,20190513 07:22:34.286,20190513 07:22:39.123
flying_active,20190513 07:22:41.201,20190513 07:22:42.540
flying_active,20190513 07:22:43.600,20190513 07:22:48.194
flying_passive,20190513 07:22:04.558,20190513 07:22:06.116
flying_passive,20190513 07:22:15.929,20190513 07:22:17.309
flying_passive,20190513 07:22:20.680,20190513 07:22:22.341
flying_passive,20190513 07:22:32.086,20190513 07:22:34.284
flying_passive,20190513 07:22:39.126,20190513 07:22:41.198
flying_passive,20190513 07:22:42.543,20190513 07:22:43.596
flying_active,20190513 07:22:49.706,20190513 07:22:50.300
flying_passive,20190513 07:22:48.196,20190513 07:22:49.704
unknown,20190513 08:57:48.505,20190513 08:57:50.079
flying_active,20190513 08:58:02.661,20190513 08:58:26.042
flying_passive,20190513 08:58:01.323,20190513 08:58:02.659
flying_passive,20190513 08:58:36.728,20190513 08:58:39.927
flying_passive,20190513 08:58:40.994,20190513 08:58:44.306
flying_active,20190513 08:58:34.246,20190513 08:58:36.723
flying_active,20190513 08:58:39.929,20190513 08:58:40.992
flying_active,20190513 09:00:35.877,20190513 09:00:36.879
flying_active,20190513 09:00:38.508,20190513 09:00:39.678
flying_active,20190513 09:00:40.722,20190513 09:00:41.724
flying_active,20190513 09:00:42.477,20190513 09:00:47.740
flying_active,20190513 09:00:48.766,20190513 09:00:49.954
flying_passive,20190513 09:00:35.132,20190513 09:00:35.874
flying_passive,20190513 09:00:36.883,20190513 09:00:38.500
flying_passive,20190513 09:00:39.681,20190513 09:00:40.720
flying_passive,20190513 09:00:41.727,20190513 09:00:42.475
flying_passive,20190513 09:00:47.743,20190513 09:00:48.764
flying_active,20190513 09:01:00.357,20190513 09:01:01.367
flying_passive,20190513 19:35:13.500,20190513 19:35:14.050
flying_active,20190513 19:39:51.939,20190513 19:39:57.350
unknown,20190513 19:39:39.509,20190513 19:39:51.935
unknown,20190513 19:39:57.351,20190513 19:39:58.427
flying_active,20190513 19:43:43.360,20190513 19:43:58.199
flying_passive,20190513 19:43:42.502,20190513 19:43:43.359
unknown,20190513 19:43:58.202,20190513 19:43:58.981
flying_active,20190513 20:19:32.154,20190513 20:19:41.980
unknown,20190513 20:19:41.985,20190513 20:19:43.824
unknown,20190513 20:19:31.300,20190513 20:19:32.140
unknown,20190513 20:20:08.462,20190513 20:20:10.298
flying_active,20190513 20:19:27.747,20190513 20:19:31.293
unknown,20190513 20:19:14.512,20190513 20:19:27.741
unknown,20190513 20:32:44.508,20190513 20:32:48.649
flying_active,20190513 20:33:19.985,20190513 20:33:40.301
unknown,20190513 20:33:18.908,20190513 20:33:19.983
unknown,20190513 20:39:30.201,20190513 20:39:31.695
flying_active,20190513 20:39:21.123,20190513 20:39:30.198
unknown,20190513 20:39:06.503,20190513 20:39:21.113
unknown,20190513 20:51:29.515,20190513 20:51:41.380
flying_active,20190513 20:55:27.746,20190513 20:55:43.949
unknown,20190513 20:55:26.506,20190513 20:55:27.742
unknown,20190513 20:55:43.952,20190513 20:55:45.301
flying_active,20190513 20:58:13.024,20190513 20:58:55.304
flying_passive,20190513 20:58:10.765,20190513 20:58:13.022
flying_passive,20190513 21:05:30.161,20190513 21:05:32.697
flying_active,20190513 21:05:29.501,20190513 21:05:30.161
flying_active,20190513 21:06:23.944,20190513 21:06:25.265
unknown,20190513 21:06:22.752,20190513 21:06:23.942
flying_active,20190513 21:07:53.504,20190513 21:08:03.931
flying_passive,20190513 21:08:03.935,20190513 21:08:05.806
flying_active,20190513 21:12:25.899,20190513 21:12:44.291
flying_passive,20190513 21:12:25.016,20190513 21:12:25.894
unknown,20190513 21:18:07.587,20190513 21:18:09.992
flying_active,20190513 21:17:50.441,20190513 21:18:07.580
flying_active,20190513 21:18:09.998,20190513 21:18:14.369
ground_stationary,20190513 21:24:32.995,20190513 21:25:13.924
flying_active,20190513 21:25:13.937,20190513 21:25:22.367
flying_active,20190513 21:43:43.866,20190513 21:44:04.718
flying_active,20190513 21:43:37.873,20190513 21:43:39.913
flying_passive,20190513 21:43:36.718,20190513 21:43:37.868
flying_passive,20190513 21:43:39.918,20190513 21:43:43.859
flying_passive,20190513 21:44:04.721,20190513 21:44:06.378
flying_active,20190513 21:48:46.222,20190513 21:48:50.988
flying_active,20190513 21:48:52.002,20190513 21:48:59.407
flying_passive,20190513 21:48:44.214,20190513 21:48:46.218
flying_passive,20190513 21:48:50.991,20190513 21:48:52.000
unknown,20190513 21:52:23.242,20190513 21:52:25.074
flying_active,20190513 21:52:07.180,20190513 21:52:23.237
flying_active,20190513 21:52:25.080,20190513 21:52:51.301
flying_active,20190513 21:55:01.329,20190513 21:55:17.283
flying_passive,20190513 21:54:59.508,20190513 21:55:01.324
flying_passive,20190513 21:55:17.288,20190513 21:55:19.864
unknown,20190513 22:04:06.506,20190513 22:04:14.027
flying_active,20190513 22:26:51.360,20190513 22:27:30.180
unknown,20190513 22:59:21.498,20190513 22:59:26.896
unknown,20190514 00:08:08.499,20190514 00:08:09.637
flying_active,20190514 00:07:55.905,20190514 00:08:08.497
flying_active,20190514 00:08:09.638,20190514 00:08:43.375
unknown,20190514 00:28:35.310,20190514 00:28:38.796
flying_active,20190514 00:28:38.823,20190514 00:29:03.322
flying_active,20190514 00:45:05.063,20190514 00:45:51.358
unknown,20190514 00:47:50.792,20190514 00:47:53.034
unknown,20190514 00:48:02.200,20190514 00:48:03.507
unknown,20190514 00:48:21.147,20190514 00:48:24.296
flying_active,20190514 00:47:36.075,20190514 00:47:50.782
flying_active,20190514 00:47:53.044,20190514 00:48:02.176
flying_active,20190514 00:48:03.527,20190514 00:48:21.121
flying_passive,20190514 05:00:20.933,20190514 05:00:23.418
flying_passive,20190514 05:00:25.781,20190514 05:00:35.400
flying_passive,20190514 05:00:17.514,20190514 05:00:17.856
flying_passive,20190514 05:00:37.788,20190514 05:00:38.944
flying_passive,20190514 05:00:42.027,20190514 05:00:43.521
flying_passive,20190514 05:00:39.734,20190514 05:00:40.544
flying_passive,20190514 05:00:46.126,20190514 05:00:51.135
flying_passive,20190514 05:00:52.350,20190514 05:00:53.241
flying_passive,20190514 05:01:11.325,20190514 05:01:13.298
flying_active,20190514 05:00:17.858,20190514 05:00:20.929
flying_active,20190514 05:00:23.421,20190514 05:00:25.778
flying_active,20190514 05:00:35.408,20190514 05:00:37.784
flying_active,20190514 05:00:38.945,20190514 05:00:39.731
flying_active,20190514 05:00:40.546,20190514 05:00:42.026
flying_active,20190514 05:00:43.523,20190514 05:00:46.125
flying_active,20190514 05:00:51.137,20190514 05:00:52.346
flying_active,20190514 05:00:53.243,20190514 05:01:11.322
flying_active,20190514 05:45:27.761,20190514 05:45:41.780
flying_passive,20190514 05:45:41.787,20190514 05:45:44.641
flying_active,20190514 05:45:44.655,20190514 05:45:55.057
flying_passive,20190514 05:45:55.060,20190514 05:45:56.371
flying_active,20190514 06:05:47.399,20190514 06:06:02.260
flying_active,20190514 06:06:03.399,20190514 06:06:09.835
flying_active,20190514 06:06:11.740,20190514 06:06:14.069
flying_active,20190514 06:06:15.050,20190514 06:06:22.829
flying_active,20190514 06:06:28.036,20190514 06:06:33.302
flying_active,20190514 06:05:45.528,20190514 06:05:46.479
flying_passive,20190514 06:05:43.626,20190514 06:05:45.519
flying_passive,20190514 06:05:46.486,20190514 06:05:47.395
flying_passive,20190514 06:06:02.266,20190514 06:06:03.393
flying_passive,20190514 06:06:09.839,20190514 06:06:11.737
flying_passive,20190514 06:06:14.071,20190514 06:06:15.047
flying_passive,20190514 06:06:22.835,20190514 06:06:28.034
unknown,20190513 21:02:11.497,20190513 21:02:18.090
foraging_non-fish,20190513 21:05:09.361,20190513 21:05:36.384
stationary,20190513 21:05:05.264,20190513 21:05:09.352
flying_active,20190514 01:36:20.584,20190514 01:36:23.156
flying_active,20190514 01:36:24.146,20190514 01:36:26.631
flying_active,20190514 01:36:28.063,20190514 01:36:31.697
flying_active,20190514 01:36:32.866,20190514 01:36:35.861
flying_active,20190514 01:36:37.425,20190514 01:36:39.653
flying_passive,20190514 01:36:18.456,20190514 01:36:20.580
flying_passive,20190514 01:36:23.164,20190514 01:36:24.138
flying_passive,20190514 01:36:26.639,20190514 01:36:28.057
flying_passive,20190514 01:36:31.707,20190514 01:36:32.857
flying_passive,20190514 01:36:35.870,20190514 01:36:37.414
flying_passive,20190514 01:36:39.658,20190514 01:36:55.504
flying_passive,20190514 01:36:57.254,20190514 01:37:05.758
flying_active,20190514 01:36:55.511,20190514 01:36:57.247
flying_active,20190514 01:37:05.765,20190514 01:37:07.359
unknown,20190514 01:48:47.994,20190514 01:48:51.384
flying_active,20190514 01:50:50.515,20190514 01:51:00.922
flying_passive,20190514 01:51:00.937,20190514 01:51:04.142
flying_active,20190514 02:05:56.093,20190514 02:05:57.336
flying_active,20190514 02:05:58.851,20190514 02:06:04.247
flying_active,20190514 02:06:05.856,20190514 02:06:06.708
flying_active,20190514 02:06:09.000,20190514 02:06:18.068
unknown,20190514 02:06:19.204,20190514 02:06:22.801
flying_passive,20190514 02:05:53.935,20190514 02:05:56.091
flying_passive,20190514 02:05:57.340,20190514 02:05:58.847
flying_passive,20190514 02:06:04.252,20190514 02:06:05.851
flying_passive,20190514 02:06:06.710,20190514 02:06:08.996
flying_passive,20190514 02:06:18.070,20190514 02:06:19.202
unknown,20190514 03:08:22.815,20190514 03:08:26.397
unknown,20190514 03:19:53.454,20190514 03:19:59.037
flying_active,20190514 03:19:59.058,20190514 03:20:09.561
flying_passive,20190514 03:20:09.567,20190514 03:20:11.995
flying_active,20190514 03:20:32.711,20190514 03:20:37.313
unknown,20190514 03:24:29.832,20190514 03:24:48.029
unknown,20190514 03:24:56.492,20190514 03:25:05.336
stationary,20190514 03:24:14.693,20190514 03:24:29.816
stationary,20190514 03:24:48.053,20190514 03:24:56.472
unknown,20190514 03:34:41.763,20190514 03:34:59.373
unknown,20190514 03:34:03.699,20190514 03:34:20.893
bathing,20190514 03:32:41.165,20190514 03:32:57.459
unknown,20190514 03:43:36.484,20190514 03:43:39.293
flying_passive,20190514 03:46:42.346,20190514 03:46:50.542
unknown,20190514 03:46:50.561,20190514 03:46:52.849
flying_passive,20190514 03:46:52.867,20190514 03:47:01.463
flying_active,20190514 03:47:01.469,20190514 03:47:03.214
flying_active,20190514 03:47:04.320,20190514 03:47:05.250
flying_passive,20190514 03:47:03.218,20190514 03:47:04.314
flying_passive,20190514 03:47:05.256,20190514 03:47:09.276
unknown,20190514 03:47:09.295,20190514 03:47:12.676
ground_stationary,20190514 03:47:12.698,20190514 03:47:19.366
flying_active,20190514 04:02:33.367,20190514 04:02:36.287
flying_passive,20190514 04:02:36.295,20190514 04:02:40.716
flying_active,20190514 04:08:55.534,20190514 04:08:59.087
flying_passive,20190514 04:08:59.092,20190514 04:09:00.253
flying_passive,20190514 04:09:32.400,20190514 04:09:33.704
ground_stationary,20190514 04:09:33.725,20190514 04:09:51.348
flying_active,20190514 04:16:31.995,20190514 04:16:33.799
flying_active,20190514 04:16:27.925,20190514 04:16:29.505
flying_active,20190514 04:16:20.088,20190514 04:16:25.252
flying_active,20190514 04:16:13.561,20190514 04:16:17.395
unknown,20190514 04:16:04.530,20190514 04:16:13.551
flying_passive,20190514 04:16:17.410,20190514 04:16:20.080
flying_passive,20190514 04:16:25.258,20190514 04:16:27.918
flying_passive,20190514 04:16:29.518,20190514 04:16:31.983
flying_passive,20190514 04:16:33.810,20190514 04:16:36.328
flying_passive,20190514 04:27:21.485,20190514 04:27:40.454
flying_passive,20190514 04:27:42.136,20190514 04:27:44.590
flying_passive,20190514 04:27:53.334,20190514 04:27:57.088
flying_passive,20190514 04:27:45.297,20190514 04:27:48.175
flying_passive,20190514 04:27:48.721,20190514 04:27:51.939
flying_active,20190514 04:27:40.460,20190514 04:27:42.127
flying_active,20190514 04:27:44.597,20190514 04:27:45.288
flying_active,20190514 04:27:48.184,20190514 04:27:48.712
flying_active,20190514 04:27:51.949,20190514 04:27:53.330
flying_active,20190514 04:27:57.095,20190514 04:28:00.417
flying_active,20190514 04:31:01.560,20190514 04:31:20.661
flying_active,20190514 04:31:22.401,20190514 04:31:30.361
flying_active,20190514 04:31:31.835,20190514 04:31:39.363
flying_passive,20190514 04:30:59.744,20190514 04:31:01.548
flying_passive,20190514 04:31:20.666,20190514 04:31:22.391
flying_passive,20190514 04:31:30.366,20190514 04:31:31.829
flying_active,20190514 04:34:11.651,20190514 04:34:13.774
flying_passive,20190514 04:34:13.784,20190514 04:34:17.035
flying_active,20190514 04:34:23.338,20190514 04:34:52.326
flying_passive,20190514 04:34:22.290,20190514 04:34:23.333
stationary,20190515 00:21:01.694,20190515 00:21:02.369
bathing,20190515 00:27:57.243,20190515 00:28:20.065
unknown,20190515 00:27:41.527,20190515 00:27:45.957
stationary,20190515 00:27:51.885,20190515 00:27:57.227
stationary,20190515 00:28:20.075,20190515 00:28:24.930
unknown,20190515 00:28:24.952,20190515 00:28:37.376
flying_active,20190514 04:17:58.816,20190514 04:17:59.786
flying_active,20190514 04:17:43.491,20190514 04:17:46.089
flying_active,20190514 04:17:38.152,20190514 04:17:39.428
flying_active,20190514 04:17:49.478,20190514 04:17:51.072
flying_active,20190514 04:17:56.000,20190514 04:17:57.461
flying_active,20190514 04:17:53.395,20190514 04:17:54.761
flying_active,20190514 04:17:25.303,20190514 04:17:26.005
flying_active,20190514 04:17:23.267,20190514 04:17:24.010
flying_passive,20190514 04:17:16.841,20190514 04:17:23.262
flying_passive,20190514 04:17:24.015,20190514 04:17:25.298
flying_passive,20190514 04:17:26.010,20190514 04:17:31.174
flying_active,20190514 04:17:31.176,20190514 04:17:34.061
unknown,20190514 04:17:34.062,20190514 04:17:35.653
flying_passive,20190514 04:17:35.654,20190514 04:17:38.151
flying_passive,20190514 04:17:39.429,20190514 04:17:40.538
flying_active,20190514 04:17:40.541,20190514 04:17:42.120
flying_passive,20190514 04:17:42.123,20190514 04:17:43.489
flying_passive,20190514 04:17:46.094,20190514 04:17:49.474
flying_passive,20190514 04:17:51.076,20190514 04:17:53.391
flying_passive,20190514 04:17:54.762,20190514 04:17:55.998
flying_passive,20190514 04:17:57.463,20190514 04:17:58.813
flying_active,20190514 04:18:00.710,20190514 04:18:09.844
flying_passive,20190514 04:17:59.789,20190514 04:18:00.709
bathing,20190514 04:24:49.980,20190514 04:24:57.219
stationary,20190514 04:24:45.844,20190514 04:24:49.971
stationary,20190514 04:24:15.322,20190514 04:24:19.148
bathing,20190514 04:24:12.553,20190514 04:24:15.312
stationary,20190514 04:24:57.225,20190514 04:24:58.976
unknown,20190514 04:24:58.980,20190514 04:25:02.092
unknown,20190514 04:27:28.864,20190514 04:27:33.521
unknown,20190514 04:27:59.720,20190514 04:28:02.106
flying_passive,20190514 04:27:25.461,20190514 04:27:28.857
flying_active,20190514 04:55:22.592,20190514 04:55:52.296
unknown,20190514 04:55:21.467,20190514 04:55:22.590
flying_passive,20190514 05:35:41.388,20190514 05:35:43.910
unknown,20190514 05:36:05.237,20190514 05:36:06.962
